    ITER        TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
    1680   1.700E+03     2.0478   9.206E-01   1.0009   0.0129   1.748E-15   1.40816713E+01   1.00421901E+02   2.31224187E+02
    1700   1.718E+03     2.0170   9.179E-01   0.9992   0.0140   1.898E-15   1.40777044E+01   1.00355223E+02   2.31217701E+02
    1720   1.736E+03     1.9239   9.255E-01   1.0091   0.0131   1.769E-15   1.40737309E+01   1.00288031E+02   2.31211168E+02
    1740   1.755E+03     1.9235   9.213E-01   1.0001   0.0134   1.935E-15   1.40698117E+01   1.00221667E+02   2.31204691E+02
    1760   1.773E+03     1.9453   9.301E-01   1.0007   0.0136   1.879E-15   1.40658840E+01   1.00155068E+02   2.31198169E+02
    1780   1.792E+03     1.9377   9.226E-01   1.0038   0.0137   1.926E-15   1.40619785E+01   1.00088622E+02   2.31191650E+02
    1800   1.809E+03     2.5945   9.192E-01   1.0002   0.0129   1.718E-15   1.40583144E+01   1.00026130E+02   2.31185518E+02
    1820   1.828E+03     2.0077   9.306E-01   0.9995   0.0128   1.714E-15   1.40544318E+01   9.99597757E+01   2.31178997E+02
    1840   1.846E+03     1.9863   9.212E-01   1.0001   0.0132   1.917E-15   1.40506064E+01   9.98943776E+01   2.31172526E+02
    1860   1.865E+03     2.0032   9.139E-01   0.9981   0.0124   1.818E-15   1.40468312E+01   9.98298360E+01   2.31166096E+02
    1880   1.883E+03     1.9733   9.146E-01   1.0004   0.0136   1.806E-15   1.40431017E+01   9.97661368E+01   2.31159708E+02
