    ITER        TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
    3520   3.369E+03     1.8811   9.455E-01   1.0018   0.0138   3.145E-15   1.38276292E+01   9.54826939E+01   2.30669851E+02
    3540   3.388E+03     1.9002   9.443E-01   1.0002   0.0128   2.712E-15   1.38259502E+01   9.54378321E+01   2.30663965E+02
    3560   3.407E+03     1.9991   9.409E-01   0.9980   0.0130   3.297E-15   1.38242969E+01   9.53933320E+01   2.30658091E+02
    3580   3.426E+03     1.9332   9.412E-01   0.9993   0.0122   3.056E-15   1.38226689E+01   9.53489100E+01   2.30652225E+02
    3600   3.445E+03     1.9214   9.271E-01   0.9980   0.0130   3.047E-15   1.38210825E+01   9.53051910E+01   2.30646427E+02
    3620   3.463E+03     1.9681   9.251E-01   0.9981   0.0141   3.061E-15   1.38195320E+01   9.52621104E+01   2.30640685E+02
    3640   3.481E+03     1.9623   9.122E-01   1.0026   0.0129   3.075E-15   1.38180100E+01   9.52194703E+01   2.30634992E+02
    3660   3.500E+03     1.9679   9.078E-01   1.0002   0.0131   2.760E-15   1.38165164E+01   9.51775128E+01   2.30629366E+02
    3680   3.518E+03     1.9105   9.239E-01   0.9968   0.0129   3.129E-15   1.38150230E+01   9.51353276E+01   2.30623697E+02
    3700   3.537E+03     1.9744   9.228E-01   1.0015   0.0115   3.064E-15   1.38135230E+01   9.50925174E+01   2.30617946E+02
    3720   3.555E+03     1.9714   9.064E-01   1.0013   0.0118   2.930E-15   1.38120759E+01   9.50506648E+01   2.30612324E+02
    3740   3.573E+03     1.9718   9.260E-01   0.9982   0.0123   2.736E-15   1.38106446E+01   9.50088575E+01   2.30606688E+02
    3760   3.592E+03     1.9636   9.354E-01   0.9989   0.0123   3.217E-15   1.38092000E+01   9.49663761E+01   2.30600938E+02
    3780   3.610E+03     2.5673   9.444E-01   1.0009   0.0127   3.365E-15   1.38077580E+01   9.49238323E+01   2.30595180E+02
    3800   3.629E+03     2.0445   9.319E-01   1.0015   0.0129   3.521E-15   1.38063281E+01   9.48811092E+01   2.30589433E+02
    3820   3.648E+03     1.9930   9.260E-01   0.9965   0.0130   3.692E-15   1.38049406E+01   9.48391908E+01   2.30583782E+02
    3840   3.666E+03     1.9301   9.397E-01   0.9945   0.0127   2.876E-15   1.38035592E+01   9.47969436E+01   2.30578067E+02
    3860   3.685E+03     1.9230   9.482E-01   0.9973   0.0117   3.096E-15   1.38021820E+01   9.47543671E+01   2.30572300E+02
    3880   3.704E+03     1.9357   9.370E-01   0.9991   0.0118   3.478E-15   1.38008225E+01   9.47120681E+01   2.30566563E+02
    3900   3.723E+03     1.9172   9.436E-01   1.0007   0.0123   2.965E-15   1.37994697E+01   9.46697606E+01   2.30560808E+02
    3920   3.742E+03     1.9374   9.451E-01   0.9966   0.0128   3.292E-15   1.37981271E+01   9.46276261E+01   2.30555055E+02
    3940   3.761E+03     1.9514   9.437E-01   1.0030   0.0120   2.976E-15   1.37967862E+01   9.45854718E+01   2.30549286E+02
    3960   3.780E+03     1.9740   9.395E-01   0.9972   0.0121   2.980E-15   1.37954539E+01   9.45434228E+01   2.30543548E+02
    3980   3.798E+03     1.9590   9.307E-01   0.9982   0.0124   2.795E-15   1.37941351E+01   9.45017997E+01   2.30537860E+02
    4000   3.817E+03     1.9458   9.502E-01   1.0006   0.0127   2.932E-15   1.37928118E+01   9.44600244E+01   2.30532135E+02
    4020   3.836E+03     1.9272   9.487E-01   0.9998   0.0128   3.501E-15   1.37914836E+01   9.44180257E+01   2.30526355E+02
    4040   3.855E+03     1.9275   9.503E-01   1.0010   0.0130   2.782E-15   1.37901672E+01   9.43762204E+01   2.30520577E+02
    4060   3.874E+03     1.9628   9.334E-01   1.0001   0.0128   3.235E-15   1.37888735E+01   9.43349348E+01   2.30514858E+02
    4080   3.893E+03     1.9694   9.309E-01   1.0012   0.0134   3.272E-15   1.37875900E+01   9.42940800E+01   2.30509169E+02
    4100   3.911E+03     2.1443   9.302E-01   1.0034   0.0129   3.417E-15   1.37863306E+01   9.42539153E+01   2.30503573E+02
    4120   3.930E+03     1.9462   9.276E-01   0.9995   0.0119   3.031E-15   1.37850706E+01   9.42135193E+01   2.30497944E+02
